StudentID,Name,Age,Electronics,Programming,Database,DataScience,Mathematics,DSA
2600,Student_2600,19,76,73,49,64,98,96
2601,Student_2601,24,43,75,47,72,94,50
2602,Student_2602,21,78,64,95,65,94,75
2603,Student_2603,22,75,86,65,53,94,55
2604,Student_2604,20,84,64,85,68,68,70
2605,Student_2605,21,60,46,71,43,89,67
2606,Student_2606,21,98,92,73,83,89,79
2607,Student_2607,18,65,76,46,40,53,43
2608,Student_2608,24,70,51,49,43,100,71
2609,Student_2609,25,54,43,73,85,85,85
2610,Student_2610,18,58,86,47,82,41,78
2611,Student_2611,18,99,81,62,46,79,72
2612,Student_2612,18,88,96,70,86,93,100
2613,Student_2613,21,81,86,76,71,51,76
2614,Student_2614,20,79,96,58,41,91,89
2615,Student_2615,19,71,87,75,88,66,75
2616,Student_2616,18,52,86,42,68,54,42
2617,Student_2617,25,99,71,65,92,47,70
2618,Student_2618,19,40,45,59,71,53,92
2619,Student_2619,19,88,47,96,49,91,86
2620,Student_2620,20,57,45,45,73,45,99
2621,Student_2621,19,89,41,66,67,68,46
2622,Student_2622,22,94,50,40,74,82,59
2623,Student_2623,22,89,62,55,91,49,82
2624,Student_2624,18,49,63,49,84,92,90
2625,Student_2625,19,97,66,54,60,49,79
2626,Student_2626,21,59,83,89,57,73,41
2627,Student_2627,24,85,52,81,68,95,62
2628,Student_2628,20,47,94,75,96,58,71
2629,Student_2629,24,96,93,63,59,47,68
2630,Student_2630,20,73,80,47,83,57,77
2631,Student_2631,19,51,89,71,43,57,100
2632,Student_2632,24,63,91,86,51,83,75
2633,Student_2633,23,99,56,87,57,91,42
2634,Student_2634,24,45,82,80,57,54,90
2635,Student_2635,22,42,69,43,71,71,46
2636,Student_2636,24,99,94,94,63,57,62
2637,Student_2637,24,74,43,81,89,100,71
2638,Student_2638,22,56,88,90,48,74,78
2639,Student_2639,19,62,84,42,57,64,73
2640,Student_2640,20,62,91,54,60,87,78
2641,Student_2641,20,62,45,80,81,54,49
2642,Student_2642,18,78,67,44,95,89,82
2643,Student_2643,25,84,95,65,62,49,72
2644,Student_2644,23,84,57,50,52,45,83
2645,Student_2645,20,90,70,70,54,50,82
2646,Student_2646,25,84,73,47,61,62,99
2647,Student_2647,18,56,54,67,73,75,56
2648,Student_2648,25,69,66,98,54,40,86
2649,Student_2649,23,92,78,100,89,88,64
2650,Student_2650,21,75,47,87,83,53,42
2651,Student_2651,23,90,79,96,72,79,43
2652,Student_2652,18,89,95,52,90,56,78
2653,Student_2653,24,84,53,96,92,85,78
2654,Student_2654,23,92,65,58,86,94,52
2655,Student_2655,19,71,71,49,60,70,98
2656,Student_2656,20,46,83,92,70,44,81
2657,Student_2657,24,97,58,98,53,75,43
2658,Student_2658,22,94,100,44,57,49,45
2659,Student_2659,25,81,79,63,58,40,86
2660,Student_2660,18,79,87,46,70,83,61
2661,Student_2661,25,97,66,48,65,99,83
2662,Student_2662,23,78,98,63,51,42,89
2663,Student_2663,21,62,46,63,96,70,44
2664,Student_2664,24,70,79,63,93,90,57
2665,Student_2665,20,69,74,98,91,73,65
2666,Student_2666,18,78,46,41,95,91,59
2667,Student_2667,23,48,92,94,70,60,92
2668,Student_2668,19,52,93,62,52,71,59
2669,Student_2669,20,52,94,73,60,99,87
2670,Student_2670,21,76,84,80,59,100,55
2671,Student_2671,22,87,63,43,67,75,83
2672,Student_2672,24,97,77,77,76,88,44
2673,Student_2673,18,73,55,42,83,79,62
2674,Student_2674,21,73,82,82,91,54,52
2675,Student_2675,23,90,41,57,77,100,88
2676,Student_2676,21,98,79,97,48,74,51
2677,Student_2677,21,65,77,70,59,95,50
2678,Student_2678,23,81,72,50,83,48,93
2679,Student_2679,22,47,58,42,94,98,61
2680,Student_2680,24,80,88,77,73,57,100
2681,Student_2681,24,96,81,45,41,54,94
2682,Student_2682,25,96,58,92,52,75,89
2683,Student_2683,19,86,85,84,70,83,87
2684,Student_2684,22,83,71,83,53,48,43
2685,Student_2685,24,53,73,84,80,97,59
2686,Student_2686,19,58,89,85,89,97,69
2687,Student_2687,21,92,81,88,99,68,100
2688,Student_2688,23,44,66,46,56,99,89
2689,Student_2689,25,81,53,91,96,64,44
2690,Student_2690,24,60,82,77,95,52,67
2691,Student_2691,25,66,77,70,46,98,72
2692,Student_2692,22,86,81,92,55,92,49
2693,Student_2693,25,97,97,48,71,83,76
2694,Student_2694,24,82,52,42,77,45,62
2695,Student_2695,25,95,66,79,70,86,78
2696,Student_2696,23,83,88,97,48,85,67
2697,Student_2697,19,66,81,76,74,88,75
2698,Student_2698,25,70,50,61,67,86,89
2699,Student_2699,24,79,48,44,71,81,72
2700,Student_2700,22,55,79,94,87,95,65
2701,Student_2701,25,58,96,75,94,68,59
2702,Student_2702,22,87,69,54,87,86,80
2703,Student_2703,20,83,93,60,43,98,65
2704,Student_2704,22,55,72,50,40,47,49
2705,Student_2705,22,91,68,62,67,82,94
2706,Student_2706,19,53,73,58,46,86,72
2707,Student_2707,23,78,54,45,61,70,95
2708,Student_2708,20,77,40,51,91,99,73
2709,Student_2709,20,48,88,80,90,46,93
2710,Student_2710,21,60,68,72,91,80,79
2711,Student_2711,21,83,72,87,49,92,78
2712,Student_2712,24,88,90,65,89,99,97
2713,Student_2713,19,48,64,68,63,97,100
2714,Student_2714,18,76,81,78,90,93,67
2715,Student_2715,25,90,75,98,47,59,61
2716,Student_2716,21,41,47,92,50,70,64
2717,Student_2717,19,47,68,63,88,67,73
2718,Student_2718,18,94,94,91,40,48,42
2719,Student_2719,23,90,73,80,77,54,71
2720,Student_2720,18,54,61,95,49,68,45
2721,Student_2721,18,67,45,80,58,50,91
2722,Student_2722,19,99,62,57,60,57,68
2723,Student_2723,24,92,91,73,81,51,50
2724,Student_2724,19,51,58,87,70,53,67
2725,Student_2725,21,89,54,64,100,54,45
2726,Student_2726,18,62,94,89,58,69,45
2727,Student_2727,20,80,40,58,59,74,85
2728,Student_2728,21,47,71,48,67,83,48
2729,Student_2729,21,65,99,63,84,99,43
2730,Student_2730,24,64,81,40,45,60,88
2731,Student_2731,24,51,48,42,63,83,58
2732,Student_2732,23,97,94,68,62,78,53
2733,Student_2733,18,75,42,82,97,97,81
2734,Student_2734,18,67,99,56,63,67,100
2735,Student_2735,18,75,63,54,78,84,53
2736,Student_2736,21,82,47,94,99,86,40
2737,Student_2737,22,65,97,75,46,63,74
2738,Student_2738,21,86,60,94,96,43,63
2739,Student_2739,23,70,88,76,99,54,41
2740,Student_2740,18,78,89,54,87,46,42
2741,Student_2741,25,42,95,73,66,44,87
2742,Student_2742,22,92,56,91,67,80,86
2743,Student_2743,19,54,97,45,98,56,78
2744,Student_2744,20,53,46,76,82,93,77
2745,Student_2745,20,90,60,43,51,40,69
2746,Student_2746,21,48,75,75,70,74,78
2747,Student_2747,19,96,63,54,52,53,99
2748,Student_2748,21,54,99,97,100,74,50
2749,Student_2749,22,83,93,45,59,81,75
2750,Student_2750,20,59,58,88,78,51,70
2751,Student_2751,22,70,92,73,82,73,83
2752,Student_2752,20,48,43,61,96,82,84
2753,Student_2753,19,68,56,86,41,85,94
2754,Student_2754,21,99,80,83,60,73,41
2755,Student_2755,18,84,47,91,84,93,99
2756,Student_2756,25,85,41,53,61,43,68
2757,Student_2757,24,89,70,48,74,81,85
2758,Student_2758,18,80,78,48,68,44,90
2759,Student_2759,24,72,100,75,88,93,93
2760,Student_2760,20,78,70,86,43,57,46
2761,Student_2761,22,57,77,81,100,80,95
2762,Student_2762,18,97,90,75,80,53,82
2763,Student_2763,24,93,76,56,89,88,61
2764,Student_2764,24,40,90,48,63,68,48
2765,Student_2765,20,63,80,48,71,60,81
2766,Student_2766,23,98,42,61,50,73,54
2767,Student_2767,20,69,83,68,62,50,98
2768,Student_2768,19,46,58,48,75,79,73
2769,Student_2769,23,90,57,45,53,55,94
2770,Student_2770,22,73,55,77,59,55,55
2771,Student_2771,20,84,50,40,97,76,81
2772,Student_2772,23,66,65,73,44,50,82
2773,Student_2773,25,44,84,63,84,49,56
2774,Student_2774,23,94,59,66,46,83,91
2775,Student_2775,20,94,95,43,95,88,50
2776,Student_2776,20,53,51,56,47,47,81
2777,Student_2777,24,53,67,93,46,59,90
2778,Student_2778,24,93,82,60,87,85,69
2779,Student_2779,22,60,44,55,59,52,51
2780,Student_2780,23,54,73,62,41,67,63
2781,Student_2781,18,74,94,53,53,44,43
2782,Student_2782,18,99,97,50,86,56,89
2783,Student_2783,22,47,96,76,79,66,81
2784,Student_2784,25,81,80,57,79,78,62
2785,Student_2785,20,63,52,68,62,89,53
2786,Student_2786,22,59,52,64,92,72,50
2787,Student_2787,18,49,69,50,84,75,50
2788,Student_2788,22,75,69,75,92,47,96
2789,Student_2789,24,56,98,95,45,50,63
2790,Student_2790,20,78,100,71,92,100,93
2791,Student_2791,22,84,41,90,49,53,71
2792,Student_2792,21,76,48,71,83,81,56
2793,Student_2793,21,76,79,95,85,64,79
2794,Student_2794,24,71,81,81,89,95,96
2795,Student_2795,20,49,87,74,79,44,40
2796,Student_2796,22,93,54,49,74,60,98
2797,Student_2797,25,64,86,55,72,61,90
2798,Student_2798,23,83,93,50,69,77,50
2799,Student_2799,21,79,61,64,70,97,42
2800,Student_2800,22,93,87,80,69,60,76
2801,Student_2801,20,40,84,80,50,49,79
2802,Student_2802,20,97,55,100,51,43,43
2803,Student_2803,25,50,62,67,58,66,53
2804,Student_2804,22,41,53,58,81,89,82
2805,Student_2805,21,42,65,50,70,86,80
2806,Student_2806,21,77,95,80,98,79,59
2807,Student_2807,24,85,61,72,84,65,68
2808,Student_2808,22,41,76,67,45,76,90
2809,Student_2809,24,58,79,49,65,79,50
2810,Student_2810,22,61,62,41,58,61,56
2811,Student_2811,18,68,79,76,80,76,77
2812,Student_2812,20,52,100,97,93,86,64
2813,Student_2813,22,68,75,70,55,53,87
2814,Student_2814,19,70,92,83,97,44,63
2815,Student_2815,24,69,46,50,46,88,48
2816,Student_2816,19,83,78,67,63,94,89
2817,Student_2817,19,61,79,91,99,98,41
2818,Student_2818,18,92,63,97,82,65,89
2819,Student_2819,22,89,49,51,77,55,42
2820,Student_2820,25,41,82,85,78,46,45
2821,Student_2821,19,92,52,41,62,43,85
2822,Student_2822,22,75,86,95,61,81,51
2823,Student_2823,24,74,95,42,53,90,72
2824,Student_2824,19,72,84,49,49,58,92
2825,Student_2825,21,49,99,50,48,70,78
2826,Student_2826,20,97,80,70,98,52,42
2827,Student_2827,23,91,55,67,98,91,76
2828,Student_2828,18,63,58,48,78,61,97
2829,Student_2829,19,86,69,76,66,69,100
2830,Student_2830,21,45,55,60,81,65,79
2831,Student_2831,24,52,45,80,77,52,94
2832,Student_2832,25,46,97,64,61,76,77
2833,Student_2833,20,80,84,65,48,93,86
2834,Student_2834,23,47,73,47,92,100,69
2835,Student_2835,23,91,86,52,45,56,47
2836,Student_2836,18,91,79,71,86,73,74
2837,Student_2837,19,56,68,76,48,82,80
2838,Student_2838,23,98,92,78,52,47,88
2839,Student_2839,18,55,91,67,41,50,65
2840,Student_2840,24,89,56,85,69,66,76
2841,Student_2841,19,55,45,45,58,92,55
2842,Student_2842,22,49,71,44,71,83,90
2843,Student_2843,24,73,47,85,99,66,54
2844,Student_2844,20,94,78,98,87,74,58
2845,Student_2845,23,66,62,54,47,96,86
2846,Student_2846,20,40,85,81,71,63,65
2847,Student_2847,23,72,74,74,90,70,45
2848,Student_2848,20,44,87,43,71,81,84
2849,Student_2849,21,97,76,49,58,83,93
2850,Student_2850,20,100,43,66,71,86,41
2851,Student_2851,22,75,65,69,51,60,45
2852,Student_2852,19,54,43,55,44,85,66
2853,Student_2853,20,66,68,91,91,71,95
2854,Student_2854,22,44,81,73,75,77,81
2855,Student_2855,24,98,90,100,72,77,43
2856,Student_2856,22,86,75,45,59,88,73
2857,Student_2857,22,41,65,44,48,80,97
2858,Student_2858,24,60,85,100,62,59,91
2859,Student_2859,24,87,81,57,94,72,74
2860,Student_2860,24,81,75,52,57,99,41
2861,Student_2861,19,66,57,52,99,83,77
2862,Student_2862,24,50,42,82,45,97,96
2863,Student_2863,19,58,55,91,91,54,72
2864,Student_2864,18,94,44,93,56,94,43
2865,Student_2865,19,65,91,70,58,91,95
2866,Student_2866,18,67,91,54,86,69,59
2867,Student_2867,25,73,85,79,97,98,49
2868,Student_2868,19,42,51,82,77,92,69
2869,Student_2869,23,81,66,85,81,51,59
2870,Student_2870,24,78,60,92,42,74,64
2871,Student_2871,24,75,80,43,93,75,94
2872,Student_2872,20,57,67,68,56,84,96
2873,Student_2873,25,71,85,79,97,65,73
2874,Student_2874,20,58,40,41,91,46,85
2875,Student_2875,24,57,69,50,68,76,84
2876,Student_2876,22,52,48,64,44,88,61
2877,Student_2877,18,94,98,55,76,40,99
2878,Student_2878,18,74,92,76,78,45,88
2879,Student_2879,18,88,95,88,61,79,88
2880,Student_2880,25,55,46,42,96,89,67
2881,Student_2881,23,73,60,80,54,46,69
2882,Student_2882,20,51,40,68,86,89,98
2883,Student_2883,20,70,75,83,84,48,76
2884,Student_2884,20,87,78,75,73,50,48
2885,Student_2885,22,52,97,76,100,56,59
2886,Student_2886,18,78,96,75,60,66,92
2887,Student_2887,21,72,60,82,86,90,60
2888,Student_2888,24,55,49,54,54,89,71
2889,Student_2889,23,74,47,77,84,48,60
2890,Student_2890,24,83,53,45,92,82,52
2891,Student_2891,23,98,58,88,50,88,42
2892,Student_2892,25,50,84,89,73,65,44
2893,Student_2893,25,48,85,40,76,63,98
2894,Student_2894,19,48,70,47,70,41,91
2895,Student_2895,19,42,69,84,96,74,55
2896,Student_2896,22,70,42,92,40,88,97
2897,Student_2897,19,72,77,42,43,87,84
2898,Student_2898,24,45,95,76,68,49,99
2899,Student_2899,21,72,52,95,88,53,96
2900,Student_2900,21,58,40,49,56,74,100
2901,Student_2901,18,68,42,70,65,74,77
2902,Student_2902,20,51,70,75,59,82,96
2903,Student_2903,20,73,55,95,48,81,98
2904,Student_2904,22,76,49,61,68,69,76
2905,Student_2905,22,60,100,43,70,63,43
2906,Student_2906,25,42,68,84,89,47,56
2907,Student_2907,21,43,64,76,65,51,43
2908,Student_2908,20,53,55,97,77,62,82
2909,Student_2909,21,95,49,74,42,57,75
2910,Student_2910,25,40,67,43,50,68,54
2911,Student_2911,21,54,44,46,57,72,89
2912,Student_2912,25,46,79,60,48,60,62
2913,Student_2913,20,41,70,58,65,72,50
2914,Student_2914,25,75,43,43,47,54,94
2915,Student_2915,24,93,63,54,72,86,69
2916,Student_2916,21,46,91,89,41,73,84
2917,Student_2917,25,60,40,57,85,43,83
2918,Student_2918,22,53,89,89,41,95,75
2919,Student_2919,24,86,89,63,64,71,47
2920,Student_2920,21,90,77,82,91,74,98
2921,Student_2921,24,86,100,48,60,55,60
2922,Student_2922,20,64,66,45,60,93,97
2923,Student_2923,18,45,48,54,73,64,100
2924,Student_2924,19,80,89,78,56,94,52
2925,Student_2925,18,56,67,57,82,49,74
2926,Student_2926,24,52,50,60,56,92,85
2927,Student_2927,24,58,94,90,93,65,87
2928,Student_2928,18,57,65,46,51,85,65
2929,Student_2929,20,61,59,64,82,81,61
2930,Student_2930,19,86,63,90,61,99,74
2931,Student_2931,25,82,72,58,55,71,91
2932,Student_2932,23,52,56,82,57,71,64
2933,Student_2933,21,41,53,81,84,98,94
2934,Student_2934,24,74,97,93,56,87,70
2935,Student_2935,18,69,93,60,94,72,76
2936,Student_2936,18,99,77,87,100,98,77
2937,Student_2937,23,70,89,43,61,80,63
2938,Student_2938,23,87,57,81,99,99,46
2939,Student_2939,21,70,54,89,98,96,79
2940,Student_2940,21,79,84,58,82,89,91
2941,Student_2941,18,61,40,76,41,67,47
2942,Student_2942,21,56,63,93,64,83,96
2943,Student_2943,18,69,56,99,91,68,97
2944,Student_2944,22,87,87,74,69,62,89
2945,Student_2945,20,100,95,62,59,79,93
2946,Student_2946,18,72,42,70,57,96,88
2947,Student_2947,25,43,76,87,57,57,79
2948,Student_2948,21,88,93,86,71,42,56
2949,Student_2949,21,94,56,55,95,76,61
2950,Student_2950,19,47,92,79,81,82,87
2951,Student_2951,19,86,86,60,63,91,54
2952,Student_2952,18,66,68,93,52,42,92
2953,Student_2953,24,49,61,57,61,54,46
2954,Student_2954,25,76,89,64,96,62,68
2955,Student_2955,19,76,55,76,94,84,62
2956,Student_2956,21,41,91,98,55,80,82
2957,Student_2957,22,58,68,49,77,100,87
2958,Student_2958,18,84,40,57,59,82,90
2959,Student_2959,18,66,42,53,92,66,41
2960,Student_2960,24,83,77,75,76,60,79
2961,Student_2961,22,40,85,71,73,73,68
2962,Student_2962,21,76,69,57,52,79,76
2963,Student_2963,22,63,55,100,67,41,42
2964,Student_2964,23,47,56,70,67,76,79
2965,Student_2965,21,60,68,41,83,47,69
2966,Student_2966,22,76,94,70,66,81,84
2967,Student_2967,20,100,98,55,96,85,91
2968,Student_2968,20,77,85,44,70,70,59
2969,Student_2969,23,70,55,86,80,46,100
2970,Student_2970,19,89,80,63,53,51,79
2971,Student_2971,23,90,69,75,62,62,49
2972,Student_2972,20,92,87,86,85,100,69
2973,Student_2973,23,95,54,72,95,95,50
2974,Student_2974,23,88,96,88,44,44,77
2975,Student_2975,21,47,92,98,91,63,92
2976,Student_2976,19,58,42,63,61,44,44
2977,Student_2977,18,86,89,65,48,76,81
2978,Student_2978,21,60,76,53,51,41,85
2979,Student_2979,22,81,87,96,84,99,60
2980,Student_2980,18,88,41,87,53,98,62
2981,Student_2981,22,54,83,95,51,96,68
2982,Student_2982,23,82,94,84,69,95,58
2983,Student_2983,23,97,89,92,90,75,66
2984,Student_2984,25,70,51,79,96,77,91
2985,Student_2985,22,99,80,85,88,96,91
2986,Student_2986,24,95,63,55,47,54,57
2987,Student_2987,20,68,88,75,64,66,82
2988,Student_2988,18,57,99,84,71,68,89
2989,Student_2989,22,65,75,51,42,76,85
2990,Student_2990,24,53,48,62,91,56,86
2991,Student_2991,18,72,91,44,45,76,57
2992,Student_2992,19,68,40,46,62,58,55
2993,Student_2993,25,80,54,42,70,75,55
2994,Student_2994,24,79,56,81,69,97,41
2995,Student_2995,20,81,51,54,56,100,68
2996,Student_2996,22,59,53,47,75,77,40
2997,Student_2997,24,68,89,90,79,57,86
2998,Student_2998,21,76,82,51,86,84,41
2999,Student_2999,24,80,77,93,51,72,68
3000,Student_3000,18,56,66,81,98,52,82
3001,Student_3001,23,60,46,49,83,91,88
3002,Student_3002,25,74,51,53,85,96,44
3003,Student_3003,23,100,91,44,70,46,49
3004,Student_3004,19,82,50,58,76,83,74
3005,Student_3005,23,69,82,75,43,89,100
3006,Student_3006,21,57,86,95,48,42,83
3007,Student_3007,25,76,71,63,97,82,79
3008,Student_3008,20,44,84,81,55,72,68
3009,Student_3009,25,94,56,45,88,52,90
3010,Student_3010,22,79,83,74,50,90,69
3011,Student_3011,25,59,42,95,68,91,64
3012,Student_3012,24,52,47,66,89,68,57
3013,Student_3013,21,55,74,75,44,56,41
3014,Student_3014,25,87,62,83,58,69,81
3015,Student_3015,25,87,50,99,94,64,70
3016,Student_3016,20,65,45,52,58,43,92
3017,Student_3017,21,44,59,93,64,69,91
3018,Student_3018,25,97,92,90,45,77,81
3019,Student_3019,21,62,74,66,73,45,74
3020,Student_3020,23,92,97,89,78,43,85
3021,Student_3021,23,42,68,96,57,62,84
3022,Student_3022,18,54,99,84,99,77,48
3023,Student_3023,19,44,77,71,100,70,52
3024,Student_3024,23,63,44,75,48,96,82
3025,Student_3025,25,51,95,44,51,76,42
3026,Student_3026,19,92,45,47,56,92,66
3027,Student_3027,24,62,56,58,97,86,59
3028,Student_3028,23,88,65,93,54,89,59
3029,Student_3029,19,78,68,61,48,73,96
3030,Student_3030,22,84,72,47,46,91,51
3031,Student_3031,20,66,44,57,63,67,99
3032,Student_3032,24,76,63,83,67,43,61
3033,Student_3033,19,99,94,71,53,73,40
3034,Student_3034,19,54,99,71,82,54,78
3035,Student_3035,19,72,40,64,48,49,79
3036,Student_3036,24,74,78,89,72,71,68
3037,Student_3037,18,98,66,50,42,98,72
3038,Student_3038,23,75,98,45,45,42,77
3039,Student_3039,21,98,72,92,79,52,60
3040,Student_3040,23,59,49,47,40,45,96
3041,Student_3041,25,71,52,51,63,76,79
3042,Student_3042,18,46,63,44,83,42,63
3043,Student_3043,20,50,42,99,67,46,44
3044,Student_3044,22,87,79,69,94,48,51
3045,Student_3045,25,57,51,79,43,60,100
3046,Student_3046,20,98,85,54,49,52,52
3047,Student_3047,19,57,80,78,94,77,85
3048,Student_3048,23,69,67,55,93,70,67
3049,Student_3049,25,76,87,73,40,47,71
3050,Student_3050,22,45,40,82,84,49,81
3051,Student_3051,25,84,42,63,51,54,59
3052,Student_3052,19,60,56,48,43,92,91
3053,Student_3053,20,47,97,80,43,51,71
3054,Student_3054,20,48,72,57,64,77,99
3055,Student_3055,24,77,96,68,49,59,92
3056,Student_3056,25,95,54,65,85,93,97
3057,Student_3057,19,77,73,42,48,87,62
3058,Student_3058,24,51,93,56,50,76,40
3059,Student_3059,24,75,41,58,48,98,95
3060,Student_3060,21,72,45,70,43,70,46
3061,Student_3061,20,80,88,63,78,65,64
3062,Student_3062,22,87,72,53,72,51,78
3063,Student_3063,18,55,80,53,42,100,82
3064,Student_3064,19,62,83,76,54,54,83
3065,Student_3065,19,40,69,74,82,52,49
3066,Student_3066,22,90,61,90,87,72,48
3067,Student_3067,18,80,77,64,43,43,58
3068,Student_3068,24,81,94,52,57,95,76
3069,Student_3069,20,48,98,73,82,98,88
3070,Student_3070,20,84,67,45,55,62,99
3071,Student_3071,23,49,63,55,65,61,93
3072,Student_3072,18,89,83,75,43,52,68
3073,Student_3073,21,88,48,50,52,55,79
3074,Student_3074,20,84,70,96,66,88,97
3075,Student_3075,25,51,56,81,99,40,90
3076,Student_3076,18,98,87,53,55,69,98
3077,Student_3077,24,78,59,48,85,59,63
3078,Student_3078,19,55,51,54,82,79,92
3079,Student_3079,21,74,77,76,47,95,53
3080,Student_3080,20,99,71,72,64,78,96
3081,Student_3081,21,57,93,91,95,44,56
3082,Student_3082,24,73,99,68,68,93,86
3083,Student_3083,18,81,56,75,57,97,74
3084,Student_3084,23,75,77,95,46,63,51
3085,Student_3085,19,45,42,80,94,76,79
3086,Student_3086,22,71,58,89,46,93,52
3087,Student_3087,20,54,53,84,61,60,55
3088,Student_3088,23,89,90,43,92,80,42
3089,Student_3089,24,89,64,81,44,40,50
3090,Student_3090,18,94,89,96,89,41,59
3091,Student_3091,21,91,96,77,82,79,86
3092,Student_3092,19,47,40,100,67,58,98
3093,Student_3093,19,85,82,84,71,89,100
3094,Student_3094,22,85,55,42,93,95,48
3095,Student_3095,24,92,65,72,80,53,49
3096,Student_3096,24,48,84,77,41,51,96
3097,Student_3097,24,54,100,41,98,70,77
3098,Student_3098,18,50,40,99,95,72,53
3099,Student_3099,21,56,74,85,55,96,76
3100,Student_3100,21,74,42,96,48,62,62
3101,Student_3101,25,88,53,64,77,66,70
3102,Student_3102,19,42,66,61,45,54,68
3103,Student_3103,19,77,57,64,56,82,85
3104,Student_3104,22,66,63,58,95,80,41
3105,Student_3105,22,97,63,93,48,82,97
3106,Student_3106,18,67,62,85,100,91,85
3107,Student_3107,19,54,86,62,63,76,83
3108,Student_3108,22,49,79,75,98,68,86
3109,Student_3109,23,91,59,70,43,65,84
3110,Student_3110,20,69,96,65,68,74,89
3111,Student_3111,21,100,43,83,64,44,53
3112,Student_3112,21,99,61,98,98,81,68
3113,Student_3113,22,53,52,51,85,69,45
3114,Student_3114,25,48,80,51,94,94,69
3115,Student_3115,25,87,94,62,89,56,79
3116,Student_3116,21,100,45,87,82,58,63
3117,Student_3117,19,72,100,75,71,86,96
3118,Student_3118,21,62,64,59,68,52,43
3119,Student_3119,23,61,86,92,56,94,66
3120,Student_3120,25,83,53,70,86,90,81
3121,Student_3121,25,50,77,62,86,94,60
3122,Student_3122,22,96,67,98,76,73,78
3123,Student_3123,18,71,57,71,58,83,63
3124,Student_3124,21,97,83,59,77,73,40
3125,Student_3125,25,59,86,95,66,63,66
3126,Student_3126,21,53,82,92,83,82,87
3127,Student_3127,25,51,59,45,60,94,65
3128,Student_3128,23,45,88,56,52,98,88
3129,Student_3129,22,82,56,65,99,64,43
3130,Student_3130,18,63,74,47,44,47,96
3131,Student_3131,23,93,89,95,60,78,55
3132,Student_3132,21,84,56,42,40,51,71
3133,Student_3133,25,43,86,81,51,62,42
3134,Student_3134,24,82,73,81,54,85,96
3135,Student_3135,18,65,51,76,61,53,52
3136,Student_3136,25,67,62,82,96,87,46
3137,Student_3137,19,75,73,71,70,73,98
3138,Student_3138,25,70,88,94,86,41,43
3139,Student_3139,20,60,66,46,56,88,79
3140,Student_3140,25,78,54,76,92,83,98
3141,Student_3141,21,90,48,97,77,98,77
3142,Student_3142,25,56,45,47,89,82,58
3143,Student_3143,18,45,50,80,45,98,81
3144,Student_3144,24,50,75,45,60,43,85
3145,Student_3145,21,45,51,94,80,63,91
3146,Student_3146,20,78,88,95,85,86,97
3147,Student_3147,19,90,69,91,89,54,62
3148,Student_3148,22,79,49,82,60,87,43
3149,Student_3149,20,50,60,87,44,100,88
3150,Student_3150,25,41,84,57,41,87,83
3151,Student_3151,23,82,55,52,85,98,74
3152,Student_3152,18,73,78,72,54,54,99
3153,Student_3153,24,100,63,71,81,95,55
3154,Student_3154,19,43,46,77,44,99,73
3155,Student_3155,24,66,60,81,67,75,48
3156,Student_3156,21,70,61,77,65,58,70
3157,Student_3157,18,55,86,68,46,79,86
3158,Student_3158,19,54,63,79,97,56,76
3159,Student_3159,22,75,79,73,55,85,81
3160,Student_3160,25,71,74,76,86,93,57
3161,Student_3161,24,89,48,50,77,61,77
3162,Student_3162,25,97,85,95,98,92,40
3163,Student_3163,21,43,60,73,64,57,73
3164,Student_3164,24,76,73,76,75,84,77
3165,Student_3165,20,78,67,77,82,54,65
3166,Student_3166,25,61,73,82,76,76,83
3167,Student_3167,22,58,47,94,83,50,48
3168,Student_3168,22,87,91,44,58,98,98
3169,Student_3169,23,77,44,93,71,51,63
3170,Student_3170,25,84,95,93,79,76,44
3171,Student_3171,24,50,45,76,100,75,65
3172,Student_3172,24,83,76,95,94,88,54
3173,Student_3173,25,83,78,71,53,59,74
3174,Student_3174,19,100,43,45,63,49,70
3175,Student_3175,22,69,93,54,93,93,79
3176,Student_3176,23,54,55,67,82,73,53
3177,Student_3177,24,95,61,93,84,44,88
3178,Student_3178,24,63,63,53,74,73,47
3179,Student_3179,21,98,69,68,57,44,42
3180,Student_3180,19,70,82,40,95,77,79
3181,Student_3181,21,84,77,89,60,76,47
3182,Student_3182,20,91,81,95,94,76,46
3183,Student_3183,19,88,57,97,57,52,56
3184,Student_3184,21,43,57,47,65,76,70
3185,Student_3185,22,75,99,50,61,73,65
3186,Student_3186,24,93,43,78,62,74,91
3187,Student_3187,23,89,69,81,76,70,77
3188,Student_3188,20,41,45,69,71,57,52
3189,Student_3189,23,49,50,55,70,82,82
3190,Student_3190,18,85,50,58,92,47,80
3191,Student_3191,25,83,73,81,96,45,73
3192,Student_3192,18,74,93,71,55,72,83
3193,Student_3193,21,56,97,46,56,50,50
3194,Student_3194,21,62,54,50,82,50,84
3195,Student_3195,25,61,49,52,67,59,94
3196,Student_3196,19,40,81,84,75,69,44
3197,Student_3197,19,91,53,51,53,85,57
3198,Student_3198,24,98,72,43,94,70,75
3199,Student_3199,22,45,60,83,65,83,62
3200,Student_3200,19,57,51,40,61,85,49
3201,Student_3201,25,69,40,64,43,88,80
3202,Student_3202,24,84,77,88,99,52,77
3203,Student_3203,23,55,83,70,97,96,55
3204,Student_3204,22,85,52,97,75,82,76
3205,Student_3205,20,64,41,49,89,60,65
3206,Student_3206,21,55,95,79,66,47,51
